SeriesInstanceUID,completion_status
1.3.6.1.4.1.14519.5.2.1.6279.6001.440226700369921575481834344455,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.326084450802794941185111945926,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.149594025507110912206042203576,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.618434772073433276874225174904,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.297251044869095073091780740645,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.483655032093002252444764787700,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.292994770358625142596171316474,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.799582546798528864710752164515,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.826812708000318290301835871780,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.231645134739451754302647733304,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.295462530340364058116953738925,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.135792297492008425859352725148,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.620476670380256054392660616754,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.262736997975960398949912434623,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.141174904898798023569427533813,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.242008481133355578039985255654,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.205852555362702089950453265567,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.268030488196493755113553009785,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.223650122819238796121876338881,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.206200456333833579428083808192,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.264251211689085893915477907261,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.207341668080525761926965850679,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.334184846571549530235084187602,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.741173887596751104298730976972,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.948571344159440282864365970915,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.200558451375970945040979397866,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.176638348958425792989125209419,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.638926179252009401630131318338,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.306558074682524259000586270818,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.276831325040358815613434606380,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.141430002307216644912805017227,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.237428977311365557972720635401,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.120196332569034738680965284519,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.952265563663939823135367733681,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.897684031374557757145405000951,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.338104567770715523699587505022,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.693480911433291675609148051914,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.205523326998654833765855998037,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.199282854229880908602362094937,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.217754016294471278921686508169,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.269075535958871753309238331179,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.259737874318594997287940213435,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.504324996863016748259361352296,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.110499927630654433643791451680,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.254957696184671649675053562027,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.569096986145782511000054443951,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.276556509002726404418399209377,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.312127933722985204808706697221,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.331136451298749863730308327406,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.414288023902112119945238126594,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.282512043257574309474415322775,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.314519596680450457855054746285,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.346115813056769250958550383763,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.118924792893665851774878880764,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.267519732763035023633235877753,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.197987940182806628828566429132,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.323899724653546164058849558431,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.392861216720727557882279374324,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.213022585153512920098588556742,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.259543921154154401875872845498,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.292049618819567427252971059233,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.404303213662391867606219459686,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.251204142823446211001577555181,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.300724599751226863091983308838,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.557875302364105947813979213632,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.297433269262659217151107535012,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.221945191226273284587353530424,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.226813447046845316215094488309,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.335799017122466251265955525941,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.202464973819273687476049035824,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.335866409407244673864352309754,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.394470743585708729682444806008,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.324649110927013926557500550446,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.173101104804533997398137418032,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.321465552859463184018938648244,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.224259636925435364427994488842,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.215640837032688688030770057224,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.230416590143922549745658357505,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.241083615484551649610616348856,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.259123825760999546551970425757,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.307921770358136677021532761235,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.261678072503577216586082745513,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.125356649712550043958727288500,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.319066480138812986026181758474,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.362762275895885013176610377950,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.183184435049555024219115904825,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.922852847124879997825997808179,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.148229375703208214308676934766,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.558286136379689377915919180358,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.275007193025729362844652516689,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.143782059748737055784173697516,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.258220324170977900491673635112,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.625270601160880745954773142570,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.303421828981831854739626597495,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.184019785706727365023450012318,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.994459772950022352718462251777,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.190937805243443708408459490152,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.969607480572818589276327766720,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.140642535005388188316143069436,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.478062284228419671253422844986,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.250397690690072950000431855143,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.188385286346390202873004762827,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.211071908915618528829547301883,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.979083010707182900091062408058,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.319009811633846643966578282371,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.608029415915051219877530734559,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.132435134414676494105851714351,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.145600217263993824806929968211,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.300270516469599170290456821227,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.193964947698259739624715468431,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.274052674198758621258447180130,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.247816269490470394602288565775,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.290135156874098366424871975734,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.997611074084993415992563148335,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.145474881373882284343459153872,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.504845428620607044098514803031,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.111780708132595903430640048766,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.961063442349005937536597225349,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.206310993373699650907461884037,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.265780642925621389994857727416,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.149463915556499304732434215056,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.900182736599353600185270496549,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.259018373683540453277752706262,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.139577698050713461261415990027,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.275986221854423197884953496664,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.162207236104936931957809623059,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.291539125579672469833850180824,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.339039410276356623209709113755,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.330043769832606379655473292782,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.230078008964732806419498631442,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.970264865033574190975654369557,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.792381786708289670758399079830,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.292287048883545067541391539652,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.248425363469507808613979846863,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.150684298696437181894923266019,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.793644252453691436883431768064,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.314789075871001236641548593165,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.291156498203266896953765649282,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.301462380687644451483231621986,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.404768898286087278137462774930,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.200783211179294046901893379828,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.373433682859788429397781158572,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.109882169963817627559804568094,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.526570782606728516388531252230,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.168737928729363683423228050295,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.811825890493256320617655474043,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.202476538079060560282495099956,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.501205984478455794251416553685,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.710845873679853791427022019413,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.222087811960706096424718056430,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.187694838527128312070807533473,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.663019255629770796363333877035,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.212608679077007918190529579976,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.842317928015463083368074520378,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.716498695101447665580610403574,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.180720061816899490466115851736,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.271181474656996637903928248007,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.235217371152464582553341729176,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.168605638657404145360275453085,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.561458563853929400124470098603,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.203179378754043776171267611064,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.273509906901630724765262021367,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.255233548387770235844350895151,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.204802250386343794613980417281,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.725236073737175770730904408416,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.110399334711437930497698442208,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.270788655216695628640355888562,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.270152671889301412052226973069,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.965620538050807352935663552285,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.306788423710427765311352901943,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.163994693532965040247348251579,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.275849601663847251574860892603,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.226889213794065160713547677129,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.447468612991222399440694673357,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.311476128731958142981941696518,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.144438612068946916340281098509,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.671278273674156798801285503514,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.292057261351416339496913597985,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.272259794130271010519952623746,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.137375498893536422914241295628,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.179683407589764683292800449011,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.121824995088859376862458155637,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.131150737314367975651717513386,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.268589491017129166376960414534,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.253317247142837717905329340520,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.331079701650130000691651987949,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.216526102138308489357443843021,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.743969234977916254223533321294,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.877026508860018521147620598474,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.323132750133803288886848693067,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.404457313935200882843898832756,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.237215747217294006286437405216,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.116492508532884962903000261147,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.124822907934319930841506266464,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.130765375502800983459674173881,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.955688628308192728558382581802,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.232011770495640253949434620907,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.245546033414728092794968890929,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.151669338315069779994664893123,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.245248446973732759194067808002,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.173556680294801532247454313511,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.797637294244261543517154417124,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.228049788831266512062175089637,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.306520140119968755187868602181,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.186809786614942675852829709376,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.939152384493874708850321969356,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.139444426690868429919252698606,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.475325201787910087416720919680,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.224465398054769500989828256685,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.246758220302211646532176593724,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.553241901808946577644850294647,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.217697417596902141600884006982,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.110678335949765929063942738609,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.255409701134762680010928250229,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.201890795870532056891161597218,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.174692377730646477496286081479,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.167500254299688235071950909530,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.198489333332254008035861390326,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.301582691063019848479942618641,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.229171189693734694696158152904,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.218476624578721885561483687176,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.188619674701053082195613114069,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.190298296009658115773239776160,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.286627485198831346082954437212,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.199670099218798685977406484591,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.300271604576987336866436407488,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.226383054119800793308721198594,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.627998298349675613581885874395,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.776800177074349870648765614630,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.161821150841552408667852639317,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.299476369290630280560355838785,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.171919524048654494439256263785,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.927394449308471452920270961822,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.339484970190920330170416228517,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.191266041369462391833537519639,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.162901839201654862079549658100,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.210353683590129128335470610043,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.125124219978170516876304987559,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.227796349777753378641347819780,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.133132722052053001903031735878,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.175773779529863791864938329989,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.293593766328917170359373773080,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.699408489230474820984000839814,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.299767339686526858593516834230,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.245391706475696258069508046497,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.910607280658963002048724648683,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.311236942972970815890902714604,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.231834776365874788440767645596,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.670107649586205629860363487713,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.162845309248822193437735868939,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.276351267409869539593937734609,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.152706273988004688708784163325,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.152684536713461901635595118048,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.397522780537301776672854630421,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.252814707117018427472206147014,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.143813757344903170810482790787,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.204303454658845815034433453512,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.113586291551175790743673929831,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.167919147233131417984739058859,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.226456162308124493341905600418,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.226564372605239604660221582288,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.130036599816889919308975074972,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.185226274332527104841463955058,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.317613170669207528926259976488,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.325580698241281352835338693869,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.215086589927307766627151367533,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.199069398344356765037879821616,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.139595277234735528205899724196,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.121805476976020513950614465787,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.980362852713685276785310240144,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.964952370561266624992539111877,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.329334252028672866365623335798,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.119209873306155771318545953948,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.385151742584074711135621089321,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.308655308958459380153492314021,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.143412474064515942785157561636,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.910757789941076242457816491305,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.202643836890896697853521610450,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.814122498113547115932318256859,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.270951128717816232360812849541,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.329326052298830421573852261436,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.277662902666135640561346462196,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.449254134266555649028108149727,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.196619392240146451912217585346,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.138674679709964033277400089532,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.850739282072340578344345230132,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.153181766344026020914478182395,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.888615810685807330497715730842,incomplete
